Funeral Home,Clean FH name for LP,URL param,,Landing Page Built,Buttons Completed,Zap,Mailchimp Template,Mailchimp Audience,Mailchimp complete,Mailchimp Audience name,Mailchimp Audience Id,New Landing page name,Form code added,Page Published in Leadpages,Page switched in Wordpress,Notes,,2022 Landing page Address,new lp core url,2023 NEW LP URL,Account Owner,Campaign Name,Campaign ID,NEW campaign ID,Counselor (Contact + Lead Owner),Contact ID,Lead Owner ID,Account ID,L2P?,Logo link,Logo above header,Header Link,Video Embed code,Email Customizations,Drop Down Customizations,LP Customizations,Automation Customizations,CC'd on Emails,Account Website,zapier identifier,Notes,Tested?,tested by,
Sharp Funeral Home - Carroll,Sharp Funeral Home,56,,✅,✅,,✅,✅,✅,Sharp- Landing Page,91efd8f311,,,,✅,,,http://preplanafuneral.com/sharp,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=56,Caryl Jermier,Internet Campaign - Sharp Funeral Home,7014O000000vQIR,7014O000001qGdJ,Kyle J Atkinson & K. Sheppard Smith,0034O00002uXOF7,0054O000008r18A,0014O000025pr0E,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Sharp%20Transparent%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Sharp.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.sharpfuneral.com,,,FALSE,,
Smith Funeral Service and Crematory,Smith Funeral Service and Crematory,58,,✅,✅,,✅,✅,✅,Smith- Landing Page,18150d70c8,,,,✅,,,http://preplanafuneral.com/smith,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=58,Suzanne Lundin,Internet Campaign - Smith Funeral Home,7014O000001SpCg,7014O000001qGct,Jimmy Sawyer,0034O00002scrSY,0054O0000091V3Z,0010B00001rQplE,,https://info.preplanafuneral.com/rs/852-LNK-689/images/smithFS.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Smith.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,Www.smithfcs.com,,,TRUE,,
Stuhr Funeral Chapels & Crematory- Charleston,Stuhr Funeral Chapels & Crematory,59,,✅,✅,,✅,✅,✅,Stuhr- Landing Page,11d941326e,,,,✅,,,www.preplanafuneral.com/stuhr,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=59,Suzanne Lundin,Internet Campaign - Stuhr,7010B000000ulcX,7014O000001qGd0,David Perry,0030B00002GKwKU,0054O000009PhEN,0010B00001rPVdY,,https://info.preplanafuneral.com/rs/852-LNK-689/images/JHS%20logo%20No%20Tag.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Stuhr.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.jhenrystuhr.com/,,,TRUE,,
The Howze Mortuary - Travelers Rest,The Howze Mortuary,62,,✅,✅,,✅,✅,✅,Howze Mortuary- Landing Page,7aafda7640,,,,✅,,,http://preplanafuneral.com/howze,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=62,Suzanne Lundin,Internet Campaign - The Howze Mortuary,7010B000001lhpq,7014O000001qGdq,Matthew Moyer,0030B00002F7d1w,0054O000008r18A,0010B0000208xhP,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Howze%20Logo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Howze.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,https://www.thehowzemortuary.com,the-howze-mortuary,,TRUE,,
Underwood Funeral Home,Underwood Funeral Home,63,,✅,✅,,✅,✅,✅,Underwood- Landing Page,fe9199388a,,✅,✅,✅,,,www.preplanafuneral.com/underwood,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=63,Suzanne Lundin,Internet Campaign - Underwood Funeral Home,701U0000000CIqp,7014O000001Th6UQAS,Megan P. Southerland,003U0000010Vzyx,0054O000008r18A,001U000000pzVfF,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Parrish Logo.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Parrish Logo.png,https://info.preplanafuneral.com/rs/852-LNK-689/images/Underwood.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823841866?h=bd98f71b6c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Parrish Funeral Home Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.parrishfh.com,underwood-fh,,FALSE,video is wrong,
Vance-Brooks Funeral Home,Vance-Brooks Funeral Home,64,,,,,,,,,,,,,,,,https://preplanafuneral.com/vancebrooks,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=64,Suzanne Lundin,Internet Campaign - Vance Memorial Chapel,7010B000001leAp,7014O000001qGd8,Roger Newman,0030B00002GKkSb,0054O0000091SvT,001U000000oamux,yes,https://info.preplanafuneral.com/rs/852-LNK-689/images/Watson%20Thomas%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Vance.Brooks.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,,,,TRUE,,
Cleveland-Moffett Funeral - Amory Home,Cleveland-Moffett Funeral Home,66,,✅,✅,,✅,✅,✅,Cleveland-Moffett- Landing Page,bfa069265f,,,,✅,,,www.preplanafuneral.com/clevelandmoffett,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=66,Sabrina Simmons,Internet Campaign - Cleveland Moffett FH,7010B000001fbI2,7014O000001qGcg,Chuck Moffett,003U000001cALd7,0054O000008r18A,001U000001cWK2w,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Cleveland%20Moffett%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Cleveland.Moffett.LP.Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.clevelandmoffettfuneralhome.com,,,TRUE,,
Coile and Hall Funeral Directors - Hartwell,Coile and Hall Funeral Directors,67,,✅,✅,,✅,✅,✅,Coile and Hall- Landing Page,58c90f3e06,,,,✅,,,http://preplanafuneral.com/coilehall,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=67,Julian Ward,Internet Campaign - Coile and Hall Funeral Directors,7010B000001lkmu,7014O000001qGdT,Duane Hall,0030B00002FAPib,0054O000008r18A,0010B0000208xhI,,https://info.preplanafuneral.com/rs/852-LNK-689/images/C%26H%20LOGO%20Jpeg.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Coile.and.Hall.Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,http://coileandhallfd.com,coile-and-hall,,TRUE,,
"Deal Funeral Directors, LLC - Statesboro","Deal Funeral Directors, LLC",71,,✅,✅,,✅,✅,✅,Deal- Landing Page,93448389aa,,,,✅,,,http://preplanafuneral.com/deal,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=71,Julian Ward,Internet Campaign - Deal Funeral Directors,7014O000001SmdR,7014O000001qGdt,Mark Yocco,0034O00002SyS68,0054O000008r18A,0010B000022wdjz,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Deal%20-%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Deal%20LP%20Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,https://www.dealfuneraldirectors.com/,deal-fh,,TRUE,,
Fagen Miller Funeral Home - Highland,Fagen Miller Funeral Home,73,,✅,✅,,✅,✅,✅,Fagen-Miller- Landing Page,dbee4c8101,,,,✅,,,http://preplanafuneral.com/fagenmiller,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=73,Laura Coffey,Internet Campaign - Fagen Miller Funeral Homes,7014O000000vPIa,,Shauna Luthringer,0034O00002lp6ly,0054O000008r18A,0010B000021EzPO,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Fagen-Miller%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Fagen.Miller.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.fagenmiller.com,,,,,
Goodman Funeral Home,Goodman Funeral Home,75,,✅,✅,,✅,✅,✅,Goodman- Landing Page,4421fb1da2,,,,✅,,,http://preplanafuneral.com/goodman,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=75,Sabrina Simmons,Internet Campaign - Goodman Funeral Home,7014O000001J7As,7014O000001Th6ZQAS,Jonathan Goodman,0034O00002VI3ke,0054O000008r18A,0014O000026BJ7i,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Goodman%20Logo%201.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Goodman.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.goodmanfuneral.com,goodman-fh,,TRUE,,
Halls Funeral Home -Halls,Halls Funeral Home,76,,,✅,,✅,✅,✅,Halls- Landing Page,bdf7aa9d7f,,,,✅,video unavailable,,www.preplanafuneral.com/halls,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=76,Sabrina Simmons,Internet Campaign - Halls Funeral Home,701U0000001ENjZ,7014O000001qGch,Ty Brasfield,003U000000axZsl,0054O000008r18A,001U000000VWG3Z,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Halls%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Halls.FH.Header.jpg,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.hallsfh.com,halls-fh,,TRUE,,
Hardwick- Loris,Hardwick Funeral Home,77,,,,,,,,,,,,,,,,https://preplanafuneral.com/hardwick,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=77,Suzanne Lundin,Internet Campaign - Hardwick Funeral Home,7014O000001qG6Q,7014O000001qGdM,Chris Hardwick,0030B00002350h3,0054O000008r18A,0010B00001qhMTr,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hardwick%20FH.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hardwick.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,,,,TRUE,,
Hockaday- Roanoke Rapids,Hockaday Funeral and Cremation Service,79,,,,,,,,,,,,,,,,https://preplanafuneral.com/hockaday,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=79,Suzanne Lundin,Internet Campaign - Hockaday Funeral & Cremation,7014O000001JCiGQAW,7014O000001qGdv,Jimmy Sawyer,0030B000025DuJz,0054O0000091V3Z,001U000000ijKnM,yes,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hockaday%20logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Hockaday.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,,,,TRUE,,
Joyner's Funeral Home,Joyner's Funeral Home and Crematory,84,,✅,✅,,✅,✅,✅,Joyner's- Landing Page,29f0e2fdf6,,,,✅,,,https://preplanafuneral.com/joyners,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=84,Suzanne Lundin,Internet Campaign- Joyner's Funeral Home,7014O000001FFYp,7014O000001qGe9,Aaron Pendley,0034O0000309qm0,0054O00000A8uGO,001U000000rlCY8,yes,https://info.preplanafuneral.com/rs/852-LNK-689/images/Joyner%27s%20Logo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Joyners.header.png,,,,no video,,,,,,TRUE,,
Keeling & Goodman Funeral Home- Paducah,Keeling & Goodman Funeral Home,86,,✅,✅,,✅,✅,✅,Keeling & Goodman- Landing Page,1f977cc6c5,,,,✅,,,http://preplanafuneral.com/keeling,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=86,Sabrina Simmons,Internet Campaign - Keeling & Goodman Funeral Home,7014O000001J8Cj,7014O000001qGcj,Jonathan Goodman,0034O00002UKArr,0054O000008r18A,001U0000006gRvu,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Keeling%20Goodman%20Logo%20.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Keeling.Goodman.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,www.kgfuneral.com,keeling-goodman-fh,,TRUE,,
Muhleisen & Son Funeral Home- Kenner,Muhleisen & Son Funeral Home,87,,✅,✅,,✅,✅,✅,Muhleisen & Son- Landing Page,5068bd85bc,,,,✅,,,http://preplanafuneral.com/muhleisen,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=87,Suzanne Lundin,Internet Campaign - Muhleisen & Son Funeral Home,7014O000001FG0I,7014O000001qGcw,Catherine Gauthier,0034O000030fkJn,0054O00000A8owi,0010B000024bbpo,yes,https://info.preplanafuneral.com/rs/852-LNK-689/images/L.%20A.%20Muhleisen%20Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Muhleisen.header.png,,,,no video,,,,,,TRUE,,
O'Neil Funeral Home - Lockport,O'Neil Funeral Home,97,,✅,✅,,✅,✅,✅,O'Neil- Landing Page,0f8c4bfc76,,,,✅,,,https://www.preplanafuneral.com/oneilfh,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=97,Laura Coffey,Internet Campaign - O'Neil Funeral Home,7010B000000ufX7,7014O000001qGdA,Kim O'Neil Golob,0030B0000222fps,0054O000008r18A,0010B00001pJqd4,,https://info.preplanafuneral.com/rs/852-LNK-689/images/O%27Neil%20Logo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/O%27Neil.header.jpg,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,http://www.oneilfuneralhome.com,oneil-fh,,TRUE,,
Ray-Nowell Funeral Home - Senatobia,Ray-Nowell Funeral Home,99,,✅,✅,,✅,✅,✅,Ray-Nowell- Landing Page,ebeb54c6ef,,,,✅,,,www.preplanafuneral.com/raynowell,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=99,Sabrina Simmons,Internet Campaign - Ray Nowell Funeral Home,701U0000000CJjL,7014O000001qGco,Patricia Lowder,003U000001T0A81,0054O000008r18A,001U000000ElAB6,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Ray%20Nowell%20Logo.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Ray-Nowell.header.png,"<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823877898?h=c48c7332f6&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Ray-Nowell Funeral Homes Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,custom video - old old Connor vid,,,http://www.raynowellfuneralhome.com/,ray-nowell-fh,,TRUE,,
Ronald V Hall Funeral Home Inc - Vidalia,Ronald V Hall Funeral Home Inc,101,,✅,✅,,✅,✅,✅,Ronald V- Landing Page,a0a2904576,,,,✅,,,http://preplanafuneral.com/ronaldvhall,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=101,Julian Ward,Internet Campaign - Ronald V Hall Funeral Home,7010B000001liRC,7014O000001qGd7,Julian Ward,0030B00002F7d2S,0050B000007qVIE,0010B0000208xhd,,https://info.preplanafuneral.com/rs/852-LNK-689/images/336031-rnv-logo-ks.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/RonaldVhall_header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,https://www.ronaldvhall.com,ronald-v-hall-fh,,FALSE,,no contact that works/ email won't work
Rose Lynn Funeral Home- Lutcher,Rose Lynn Funeral Home,103,,✅,✅,,✅,✅,✅,Rose Lynn- Landing Page,dc9e2f00fd,,,,,,,http://preplanafuneral.com/roselynn,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=103,Suzanne Lundin,Internet Campaign- Rose Lynn Funeral Home,7014O000001FFY6,7014O000001Th6tQAC,Catherine Gauthier,0034O000030dJvZ,0054O00000A8owi,0014O00002MeMhz,yes,https://info.preplanafuneral.com/rs/852-LNK-689/images/Rose%20Lynn%20Logo%20%281%29.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Rose.Lynn.header.png,,,,no video,,,,,,TRUE,,
United Funeral Service- New Albany,United Funeral Service,108,,✅,✅,,✅,✅,✅,United Funeral Service- Landing Page,6c05c759f8,,,,,,,http://preplanafuneral.com/united,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=108,Sabrina Simmons,Internet Campaign- United Funeral Service,7014O000001JcQA,7014O000001qGcv,United Funeral Service Staff,0034O00002xAdo1,0054O000008r18A,001U000000Zp3go,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Unted Funeral Service Logo.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/United.header.jpg,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,https://www.unitedfuneralservice.com/,,,TRUE,,
Watson Funeral Services & Crematory - Conway,Watson Funeral Services & Crematory,111,,✅,✅,,✅,✅,✅,Watson- Landing Page,f6c011254c,,,,✅,,,http://www.preplanafuneral.com/watson,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=111,Suzanne Lundin,Internet Campaign - Watson Funeral Service,7010B000000udgz,7014O000001qGdl,Barry Watson,0030B00001zxI10,0054O000008r18A,0010B00001owBgL,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Watson Funeral Home- small.png,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Watson.header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,http://www.watsonfuneralservices.com,watson-fh,,TRUE,,
Bennett Funeral Service - Conover,Bennett Funeral Service,116,,✅,✅,,✅,✅,✅,Bennett - Landing Page,ab54f9640f,,,,✅,,,http://www.preplanafuneral.com/bennett,http://info.preplanafuneral.com/getstarted?client_code=,http://info.preplanafuneral.com/getstarted?client_code=116,Suzanne Lundin,Internet Campaign - Bennett Funeral Service,7010B000000ueW2,7014O000001qGdE,Tommy Young,0034O00002uaijS,0054O00000ACAqb,0010B00001qJuVn,,https://info.preplanafuneral.com/rs/852-LNK-689/images/BENNETT%20FUNERAL%20SERVICE%20LOGO.jpg,,https://info.preplanafuneral.com/rs/852-LNK-689/images/Bennett.Funeral.Service.Header.png,"<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/823826592?h=bc453c71fe&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Preplanning Video""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",,,,,,http://www.bennettfuneralservice.com/,bennet-may-and-pierce-fh,,TRUE,,
